,reponame,commitid,commitmsg,commitauthor,commitauthordate,comauthorlogin,shaauthorlogin,stats_total,stats_addns,stats_delns
0,mortar-hello-world,d77d9cae591b162d442320413c8eb611de2ded20,"Merge pull request #1 from fwenzel/manifest-fixes

Close bug 1154335, 1156550: Unprivileged app with developer information.",Matthew Riley MacPherson,2015-04-21T10:18:39Z,tofumatt,tofumatt,5,3,2
1,mortar-hello-world,ee1e704da2e1fc0437496a0894e2a4ffe06aa1e7,Bug 1154335 and 1156550: Unprivileged app with developer information.,Fred Wenzel,2015-04-20T23:08:54Z,Fred Wenzel,Fred Wenzel,5,3,2
2,mortar-hello-world,274f63be25dbb38b1fec4751fe148b56fe0cadec,Initial commit,sole,2014-09-24T16:26:31Z,sole,sole,43,43,0
