,reponame,commitid,commitmsg,commitauthor,commitauthordate,comauthorlogin,shaauthorlogin,stats_total,stats_addns,stats_delns
0,doozer-lib,5e7c43f1cd80c892dfbfb490805088c37db532a0,Update to Django 1.3.2.,James Socol,2012-08-29T14:19:36Z,James Socol,James Socol,2,1,1
1,doozer-lib,90b96d90625d84cab24ddc4b71c96025b61c87ab,Add waffle and django-extensions.,James Socol,2011-03-16T20:42:04Z,James Socol,James Socol,14,14,0
2,doozer-lib,4c797cbf74c6958630ba443e66a63c2605c75afa,Added templatetag-sugar to vendor.pth,Ricky Rosario,2011-01-06T19:46:48Z,rlr,rlr,1,1,0
3,doozer-lib,fedf6d4e0c9a62c94991389a4e65ee6223ffaa64,Added templatetag-sugar,Ricky Rosario,2011-01-06T18:58:13Z,rlr,rlr,403,403,0
4,doozer-lib,5df2635f5703365b329bf9cd9b76d118bdb1bfbd,Update schematic.,James Socol,2011-01-06T18:20:24Z,James Socol,James Socol,2,1,1
5,doozer-lib,5b4264cee0d48cb6c3e5b086b33eeb25f2b6d60a,Including new .pth,James Socol,2010-09-28T21:28:02Z,James Socol,James Socol,1,1,0
6,doozer-lib,35fd441d70b56e7c4169a1d507a9a416fddce028,Add CSP.,James Socol,2010-09-28T21:14:59Z,James Socol,James Socol,4,4,0
7,doozer-lib,fe89865626bd2aa2c7e32325890cd8139f7baff7,Vendor library,James Socol,2010-09-23T01:32:41Z,James Socol,James Socol,170381,170381,0
